"Q3_4","Q3_5","Q5","Q16","Q26","Q30","ppage","educ","race","gender","income_cat","voter_category","pols_dont_care","media_greed","election_results_matter","party","vote_freq","income_cat_coded","voter_cat_coded","educ_coded"
1,1,1,1,1,1,73,"High school or less","White","Female","Less than $40k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,3,1
2,1,1,1,1,3,64,"Some college","White","Male","$75-125k","always","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,3,2
1,1,2,1,4,3,60,"College","White","Male","$125k or more","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","Independent","Never",4,1,3
1,2,1,1,1,1,50,"Some college","White","Male","$125k or more","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,1,2
1,1,1,1,1,5,31,"Some college","Other/Mixed","Female","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","No Preference","Always/Almost Always",3,2,2
2,2,2,2,4,1,56,"High school or less","White","Female","Less than $40k","rarely/never","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Republican","Never",1,1,1
3,3,1,3,4,3,53,"High school or less","White","Female","Less than $40k","rarely/never","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Independent","Never",1,1,1
2,3,1,2,2,5,44,"College","Other/Mixed","Female","$125k or more","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","No Preference","Sometimes",4,2,3
2,2,2,2,4,1,43,"Some college","White","Female","Less than $40k","rarely/never","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Republican","Never",1,1,2
1,2,1,1,1,3,54,"Some college","White","Male","$75-125k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,3,2
2,1,1,1,1,2,78,"High school or less","White","Female","Less than $40k","always","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,3,1
2,2,1,3,2,5,65,"Some college","Hispanic","Female","Less than $40k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Sometimes",1,2,2
4,3,1,1,1,5,68,"Some college","White","Male","$40-75k","always","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","No Preference","Always/Almost Always",2,3,2
1,1,1,2,1,1,50,"High school or less","Other/Mixed","Female","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,1
4,1,1,3,1,2,83,"College","Black","Female","Less than $40k","always","Strongly Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",1,3,3
1,2,1,1,1,1,60,"High school or less","White","Female","Less than $40k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,1
1,3,1,1,1,1,58,"Some college","Hispanic","Female","$75-125k","sporadic","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,2
1,2,1,1,1,-1,87,"High school or less","White","Female","$40-75k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters",NA,"Always/Almost Always",2,3,1
2,3,1,1,1,3,42,"Some college","White","Female","$125k or more","always","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,3,2
4,2,1,1,1,3,73,"College","White","Female","$75-125k","always","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",3,3,3
1,2,1,1,1,1,82,"College","White","Male","$75-125k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,3,3
3,2,2,1,1,2,47,"High school or less","White","Male","$40-75k","sporadic","Somewhat Agree","Somewhat Disagree","Things will be pretty much the same","Democrat","Always/Almost Always",2,2,1
1,1,1,1,1,3,52,"College","White","Male","$75-125k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,3,3
2,2,1,3,1,2,60,"College","White","Female","$125k or more","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,3,3
1,1,1,2,1,3,35,"College","White","Female","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,3
1,1,1,1,1,1,65,"High school or less","Hispanic","Female","Less than $40k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,1
1,2,1,1,1,2,73,"College","White","Female","$75-125k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,3
3,3,1,1,1,2,31,"College","White","Female","$125k or more","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
3,4,1,2,1,3,69,"College","Black","Female","$40-75k","sporadic","Strongly Disagree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",2,2,3
3,2,1,2,1,3,76,"College","White","Female","$125k or more","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",4,2,3
2,2,1,3,1,3,31,"College","White","Male","Less than $40k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",1,3,3
1,2,2,2,3,1,43,"High school or less","Hispanic","Female","$75-125k","rarely/never","Somewhat Agree","Strongly Agree","Things will be pretty much the same","Republican","Rarely",3,1,1
2,3,1,1,1,1,54,"College","White","Male","$125k or more","always","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,3
1,1,1,1,1,1,78,"High school or less","White","Female","Less than $40k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,3,1
1,1,1,1,1,2,29,"College","White","Female","$125k or more","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,1,3
1,1,1,3,1,3,66,"High school or less","White","Female","$40-75k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",2,2,1
1,1,1,1,1,3,69,"College","White","Male","Less than $40k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",1,3,3
3,2,1,3,1,2,78,"Some college","Black","Female","$40-75k","always","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,3,2
2,2,1,2,4,2,29,"Some college","Black","Male","$40-75k","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Never",2,1,2
1,2,1,3,2,3,41,"College","Black","Male","$75-125k","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Independent","Sometimes",3,1,3
2,1,1,2,4,5,67,"High school or less","Hispanic","Female","$75-125k","rarely/never","Strongly Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Never",3,1,1
2,2,1,1,1,1,85,"High school or less","White","Female","$125k or more","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,1
1,1,1,2,2,3,44,"College","White","Female","$125k or more","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Sometimes",4,2,3
1,1,1,1,1,2,29,"College","White","Male","$125k or more","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
1,2,2,1,1,2,83,"Some college","White","Female","Less than $40k","sporadic","Somewhat Agree","Strongly Agree","Things will be pretty much the same","Democrat","Always/Almost Always",1,2,2
1,2,1,1,1,2,32,"Some college","White","Female","$75-125k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,2
3,2,1,1,1,3,72,"Some college","White","Male","Less than $40k","always","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",1,3,2
3,1,1,1,2,3,55,"Some college","White","Male","$125k or more","sporadic","Strongly Agree","Somewhat Disagree","Who wins the Election really matters","Independent","Sometimes",4,2,2
4,2,1,1,1,2,57,"College","White","Female","$75-125k","always","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,3
4,4,1,2,1,3,73,"College","White","Male","$125k or more","sporadic","Strongly Disagree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",4,2,3
1,2,1,1,1,1,76,"Some college","White","Male","$40-75k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,2,2
1,1,1,1,1,2,22,"High school or less","White","Female","$40-75k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,3,1
2,2,1,2,1,5,48,"High school or less","Other/Mixed","Male","Less than $40k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Always/Almost Always",1,3,1
1,2,1,2,1,1,61,"Some college","Black","Male","$75-125k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,2
2,1,1,2,1,5,29,"College","White","Female","$75-125k","always","Strongly Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Always/Almost Always",3,3,3
4,2,1,2,1,2,51,"High school or less","Black","Male","$40-75k","sporadic","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,1
1,1,1,2,1,2,80,"High school or less","White","Female","Less than $40k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,3,1
3,2,1,1,1,1,66,"High school or less","White","Female","$40-75k","always","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Republican","Always/Almost Always",2,3,1
2,2,1,3,3,3,53,"High school or less","White","Female","$40-75k","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Rarely",2,1,1
1,3,1,1,1,1,62,"High school or less","White","Female","$125k or more","always","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,1
1,3,1,1,1,3,59,"College","White","Male","$125k or more","sporadic","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,2,3
1,4,1,1,1,1,68,"Some college","White","Male","$75-125k","rarely/never","Strongly Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,1,2
2,1,1,2,1,2,56,"Some college","White","Male","$125k or more","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,2
2,2,1,2,1,2,82,"College","White","Female","Less than $40k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,3
4,1,2,1,1,2,49,"High school or less","White","Male","$40-75k","sporadic","Strongly Agree","Strongly Disagree","Things will be pretty much the same","Democrat","Always/Almost Always",2,2,1
3,2,1,2,1,3,73,"College","White","Male","$40-75k","always","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",2,3,3
2,2,1,3,1,3,70,"High school or less","White","Male","$75-125k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,1
3,3,2,1,1,1,29,"College","White","Male","$125k or more","sporadic","Somewhat Disagree","Somewhat Disagree","Things will be pretty much the same","Republican","Always/Almost Always",4,2,3
1,3,1,1,1,1,76,"High school or less","White","Male","$40-75k","sporadic","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,2,1
3,3,1,2,1,2,63,"Some college","Black","Female","$125k or more","always","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,3,2
2,3,1,1,1,2,55,"High school or less","White","Male","$40-75k","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,1
1,2,2,1,1,1,61,"Some college","Hispanic","Female","$75-125k","always","Somewhat Agree","Strongly Agree","Things will be pretty much the same","Republican","Always/Almost Always",3,3,2
1,1,1,2,3,3,43,"Some college","White","Female","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Rarely",1,1,2
